app_name,user_id,Action,Adventure,Racing,Simulation,Sports,Strategy
,76561198080690597,0,0,0,0,0,0
Vector Velocity,76561198067339530,0,0,0,0,0,0
Super GunWorld 2,76561198058472886,1,1,0,0,0,0
Geometry Dash,MRlalogamer777,1,0,0,0,0,0
,Man-for-the-win1,0,0,0,0,0,0
Smugglers 5 DLC: The Smugglers Guild,Davidlloyd1,0,1,0,1,0,1
,vapordave,0,0,0,0,0,0
,76561198097212127,0,0,0,0,0,0
,76561198041373505,0,0,0,0,0,0
,76561198086423846,0,0,0,0,0,0
,thefredbaker,0,0,0,0,0,0
,76561198047586948,0,0,0,0,0,0
,Wolf4341,0,0,0,0,0,0
,goneckurself,0,0,0,0,0,0
,76561198063510182,0,0,0,0,0,0
Job Simulator,76561198099982989,0,0,0,0,0,0
,76561198088045830,0,0,0,0,0,0
,76561198078807139,0,0,0,0,0,0
,76561198055390813,0,0,0,0,0,0
,Chunkmonky7,0,0,0,0,0,0
Fantasy Grounds - Shanghai Vampocalypse (Savage Worlds),76561198065554374,0,0,0,0,0,1
,ConeJonnathan,0,0,0,0,0,0
,Falcon_HaHa,0,0,0,0,0,0
Joe's Diner,76561198053374048,1,1,0,0,0,0
,darksilence83444,0,0,0,0,0,0
,76561198066508529,0,0,0,0,0,0
,76561198033433261,0,0,0,0,0,0
Madballs in Babo:Invasion,Legendary_Blu,0,0,0,0,0,0
,76561198064738245,0,0,0,0,0,0
Axes and Arrows,whysotoxicbrew,1,0,0,0,0,0
,76561198060473992,0,0,0,0,0,0
,NonoNoNo890,0,0,0,0,0,0
,nilaos,0,0,0,0,0,0
,ftttt,0,0,0,0,0,0
,76561198072654697,0,0,0,0,0,0
,76561198076520641,0,0,0,0,0,0
,76561198050055765,0,0,0,0,0,0
,baraobzg,0,0,0,0,0,0
,76561197996054741,0,0,0,0,0,0
,76561197994101386,0,0,0,0,0,0
,76561198066332335,0,0,0,0,0,0
,76561197963436918,0,0,0,0,0,0
,76561198074721767,0,0,0,0,0,0
Fantasy Grounds - Top-Down Tokens - Darkwoulfe's Token Pack Vol 9,76561198044378028,0,0,0,0,0,1
Honey Rose - Symbolic Tier,76561198091716538,1,1,0,0,0,1
,76561198059566639,0,0,0,0,0,0
,76561198065563665,0,0,0,0,0,0
,76561198067891679,0,0,0,0,0,0
,76561198062502423,0,0,0,0,0,0
,76561197994405541,0,0,0,0,0,0
,76561198101010205,0,0,0,0,0,0
,76561197983031410,0,0,0,0,0,0
Lost in New Mexico,76561198059642123,0,0,0,0,0,0
,76561198090395526,0,0,0,0,0,0
,76561198091737586,0,0,0,0,0,0
,76561198048502488,0,0,0,0,0,0
,76561198081169537,0,0,0,0,0,0
,76561198096579439,0,0,0,0,0,0
,76561198074459171,0,0,0,0,0,0
Last Day of June,qrowid,0,1,0,0,0,0
Platypus II,76561198049965484,1,0,0,0,0,0
Pox Nora,76561198062426495,0,0,0,0,0,1
,TandGames,0,0,0,0,0,0
,marikoelquelolea,0,0,0,0,0,0
X-Plane 11 - Add-on: Aerosoft - Airport Oslo,76561198059691723,0,0,0,1,0,0
,76561198020097543,0,0,0,0,0,0
,76561198083080817,0,0,0,0,0,0
The Bug Butcher Demo,adrean132,1,0,0,0,0,0
,76561198084412537,0,0,0,0,0,0
,76561198112853458,0,0,0,0,0,0
,76561198081770200,0,0,0,0,0,0
IACTURA,doyouevensmokeweed,1,0,0,0,0,0
"Little Busters! - Kud Wafter Theme Song Single ""one's future""",willietrombone,0,1,0,1,0,0
,james_swag,0,0,0,0,0,0
,76561198093164941,0,0,0,0,0,0
,76561198026599584,0,0,0,0,0,0
Chicken Invaders 3 - Christmas Edition,76561198082431029,1,0,0,0,0,0
Stellar Stars - Soundtrack,76561198073396754,1,0,0,0,0,1
,76561198040917740,0,0,0,0,0,0
,76561198014215286,0,0,0,0,0,0
TNN Motorsports Hardcore TR,76561198074966102,0,0,1,0,1,0
,01001000-01101001,0,0,0,0,0,0
,76561198083613621,0,0,0,0,0,0
,76561198147157811,0,0,0,0,0,0
,dagwefhesfc,0,0,0,0,0,0
Lux Delux,signorsoggy,0,0,0,0,0,1
,76561198073465396,0,0,0,0,0,0
,zenRoxas,0,0,0,0,0,0
,KelaedeN,0,0,0,0,0,0
,76561198092119822,0,0,0,0,0,0
,76561198074128749,0,0,0,0,0,0
Rampage Knights,76561198085564985,1,1,0,0,0,0
,76561198116179283,0,0,0,0,0,0
,76561198060544136,0,0,0,0,0,0
,76561198049755802,0,0,0,0,0,0
,k41r05,0,0,0,0,0,0
,76561198064539389,0,0,0,0,0,0
,76561198038362814,0,0,0,0,0,0
,76561198097123695,0,0,0,0,0,0
,76561198025535279,0,0,0,0,0,0
,76561198078804736,0,0,0,0,0,0
Cosmos Crash VR,76561198040303993,0,0,0,0,0,0
,76561198067029228,0,0,0,0,0,0
,numberHUANprofile,0,0,0,0,0,0
House of Meditation,76561198066685404,0,0,0,0,0,0
,therealScottDisick,0,0,0,0,0,0
,ozzot2,0,0,0,0,0,0
,AdmiralNikalov,0,0,0,0,0,0
,Gormagone,0,0,0,0,0,0
Tumbled Oculi Pack,dun101jr,0,0,0,0,0,0
,76561198041681189,0,0,0,0,0,0
,76561198106764086,0,0,0,0,0,0
,76561197963420680,0,0,0,0,0,0
,76561198072596731,0,0,0,0,0,0
Shining in the Darkness,76561198084648996,0,0,0,0,0,0
,76561198054917738,0,0,0,0,0,0
,76561198050237017,0,0,0,0,0,0
,76561198045839832,0,0,0,0,0,0
,76561198057058160,0,0,0,0,0,0
Guns and Robots - Veteran Pack,76561198094479719,1,0,0,0,0,0
,76561198091113088,0,0,0,0,0,0
,kozsource,0,0,0,0,0,0
,drchappe,0,0,0,0,0,0
,76561198061149995,0,0,0,0,0,0
,76561198082081440,0,0,0,0,0,0
,ESKYMO__345,0,0,0,0,0,0
,76561198027076626,0,0,0,0,0,0
,Vtsmash123,0,0,0,0,0,0
,76561198063122053,0,0,0,0,0,0
,76561198068566063,0,0,0,0,0,0
,faithisfake,0,0,0,0,0,0
,xDwM,0,0,0,0,0,0
,76561198015943925,0,0,0,0,0,0
,76561198072889414,0,0,0,0,0,0
,76561198020791623,0,0,0,0,0,0
,76561198081411236,0,0,0,0,0,0
,newhollandarmy,0,0,0,0,0,0
,76561198064341143,0,0,0,0,0,0
,76561198044138438,0,0,0,0,0,0
,7896937982158,0,0,0,0,0,0
,76561198068724177,0,0,0,0,0,0
,wobblysprout,0,0,0,0,0,0
,76561198071070679,0,0,0,0,0,0
,76561198089717264,0,0,0,0,0,0
,Edgy1,0,0,0,0,0,0
,grentiie20,0,0,0,0,0,0
,76561198081501412,0,0,0,0,0,0
,slthehawke,0,0,0,0,0,0
,76561198065931302,0,0,0,0,0,0
AOK Adventures Of Kok,76561198093083895,0,1,0,0,0,0
,LCOPFLUFLY,0,0,0,0,0,0
,76561198089905857,0,0,0,0,0,0
,76561197982170343,0,0,0,0,0,0
,mcdicky,0,0,0,0,0,0
,cWodrex,0,0,0,0,0,0
,76561198068953573,0,0,0,0,0,0
,76561198046385590,0,0,0,0,0,0
Arcfall,618554,0,0,0,0,0,0
A Matter of Murder - Soundtrack,76561198091653882,0,1,0,0,0,0
,notroben,0,0,0,0,0,0
,hismouthlookslikeanoreo,0,0,0,0,0,0
,scorp3d,0,0,0,0,0,0
,PingVII,0,0,0,0,0,0
,76561198046997957,0,0,0,0,0,0
,76561198044202841,0,0,0,0,0,0
,76561198067720689,0,0,0,0,0,0
,76561198027043431,0,0,0,0,0,0
Survive,CavaleiroNegroxd,1,1,0,0,0,0
,76561198030388123,0,0,0,0,0,0
,RMOS,0,0,0,0,0,0
,76561198074200011,0,0,0,0,0,0
,percyman99,0,0,0,0,0,0
,Goldosingah,0,0,0,0,0,0
,NACHOOES,0,0,0,0,0,0
,76561198051448386,0,0,0,0,0,0
,Lethalmirage,0,0,0,0,0,0
"Resident Evil 0 ""Shadow of Fear"" Rebecca T-shirt",76561197983742771,1,1,0,0,0,0
,76561198087880030,0,0,0,0,0,0
,76561198072838352,0,0,0,0,0,0
,76561198055863540,0,0,0,0,0,0
,Door8223,0,0,0,0,0,0
,valyrix,0,0,0,0,0,0
,76561198078749140,0,0,0,0,0,0
,LinkThePotSmasher,0,0,0,0,0,0
,LeafyIsH3r3,0,0,0,0,0,0
Tiles & Tales,pingy3,1,1,0,0,0,0
,76561198069066157,0,0,0,0,0,0
,MrDestroy12,0,0,0,0,0,0
,76561198096322409,0,0,0,0,0,0
,76561198078863833,0,0,0,0,0,0
Discovering Colors - Animals,76561198018624784,0,0,0,0,0,0
,76561198089024507,0,0,0,0,0,0
Homefront,thunderay,1,0,0,0,0,0
,sjlleumas,0,0,0,0,0,0
,76561198097898697,0,0,0,0,0,0
,76561198051090181,0,0,0,0,0,0
,DumbumRex,0,0,0,0,0,0
Shadow Warrior Classic Redux,D_raptor,1,0,0,0,0,0
Taxi,76561198057130438,0,0,0,0,0,0
,76561198117541477,0,0,0,0,0,0
,76561198093716492,0,0,0,0,0,0
,76561198138966672,0,0,0,0,0,0
Call of Duty®,1234148932401,1,0,0,0,0,0
,76561198063766329,0,0,0,0,0,0
,we4twerywrturutyu,0,0,0,0,0,0
,76561198052374690,0,0,0,0,0,0
,vDevyy,0,0,0,0,0,0
,76561198066999448,0,0,0,0,0,0
,tehglitcher,0,0,0,0,0,0
,76561198079874677,0,0,0,0,0,0
,76561198089804558,0,0,0,0,0,0
Birthdays the Beginning / バースデイズ・ザ・ビギニング - Digital Soundtrack / デジタル・サウンドトラック,76561198078523371,0,0,0,1,0,0
,prettyhm02forawhiteguy,0,0,0,0,0,0
,theforceiswithyou,0,0,0,0,0,0
,76561198082068725,0,0,0,0,0,0
,76561198034028380,0,0,0,0,0,0
,76561198008305970,0,0,0,0,0,0
,treeman83,0,0,0,0,0,0
,Goochwhisperer,0,0,0,0,0,0
World of Guns: US Army Guns Pack #1,76561198041842088,0,0,0,1,0,0
,76561197968951553,0,0,0,0,0,0
,76561197997405389,0,0,0,0,0,0
,76561198089298114,0,0,0,0,0,0
,76561198009389816,0,0,0,0,0,0
,76561198063330233,0,0,0,0,0,0
Pan-Pan Soundtrack,Angon,0,1,0,0,0,0
Anno 2070™ - The Central Statistical Package,76561198106068855,0,0,0,0,0,1
,76561198079359418,0,0,0,0,0,0
,76561198057470741,0,0,0,0,0,0
,76561198065735765,0,0,0,0,0,0
,76561198085113763,0,0,0,0,0,0
,76561198035107243,0,0,0,0,0,0
,76561198071862339,0,0,0,0,0,0
,davi23i,0,0,0,0,0,0
,76561198045516795,0,0,0,0,0,0
Magic 2014 “Avacyn’s Glory” Foil Conversion,76561198054526605,0,0,0,0,0,1
,76561198059584657,0,0,0,0,0,0
,Functional,0,0,0,0,0,0
Hive Jump OST,76561198056013180,1,0,0,0,0,0
Watchmen: The End is Nigh,76561198096674149,1,0,0,0,0,0
,SexualEggplont,0,0,0,0,0,0
,voodz,0,0,0,0,0,0
,76561198060785575,0,0,0,0,0,0
,76561198094053844,0,0,0,0,0,0
,76561198031210537,0,0,0,0,0,0
King's Bounty: The Legend,MrRavige,0,0,0,0,0,1
Yi and the Thousand Moons,76561198013627333,0,1,0,0,0,0
,spicyocean,0,0,0,0,0,0
Episode 7 - The Devil and His Three Golden Hairs,KatCharm93,0,0,0,0,0,0
,76561198091771063,0,0,0,0,0,0
,jaymerlot,0,0,0,0,0,0
Hide and Seek - Boater,76561198236199664,0,0,0,0,0,0
,BotRorschach,0,0,0,0,0,0
,76561198075713081,0,0,0,0,0,0
,76561198084889491,0,0,0,0,0,0
Javva Juice,cleary,0,1,0,0,0,0
,tresneaky,0,0,0,0,0,0
,barcodereader,0,0,0,0,0,0
,Trolledlol,0,0,0,0,0,0
,76561197985415736,0,0,0,0,0,0
,ForgetfulCorpse,0,0,0,0,0,0
,gominhagomes,0,0,0,0,0,0
,76561198078379139,0,0,0,0,0,0
,76561198115884892,0,0,0,0,0,0
Blood Father,76561198059653682,0,0,0,0,0,0
,Chacob,0,0,0,0,0,0
,76561198084972394,0,0,0,0,0,0
Dawn of H'btakh,76561198077638723,1,0,0,0,0,0
,76561198076031454,0,0,0,0,0,0
TS Marketplace: Köln Koblenz Scenario Pack 01 Add-On,76561198089053903,0,0,0,1,0,0
BANZAI PECAN: The Last Hope For the Young Century Demo,moustachecashstash,1,0,0,0,0,0
,Haydosnub,0,0,0,0,0,0
,Flanderstime,0,0,0,0,0,0
,76561198086984228,0,0,0,0,0,0
,MartinMayonnaise,0,0,0,0,0,0
Rocksmith® 2014 Edition – Remastered – Live - “Selling the Drama”,76561198063660076,0,0,0,1,0,0
,76561198024852336,0,0,0,0,0,0
,D3ad3n3,0,0,0,0,0,0
Go! Go! Nippon! ~My First Trip to Japan~,76561198011620546,0,1,0,0,0,0
,vckx2,0,0,0,0,0,0
,j00ze,0,0,0,0,0,0
,souedu,0,0,0,0,0,0
Order of Battle: Rising Sun,76561198067037780,0,0,0,1,0,1
,76561198039157771,0,0,0,0,0,0
,76561198046764181,0,0,0,0,0,0
Shiny The Firefly,76561198016439867,1,1,0,0,0,0
,76561198087843921,0,0,0,0,0,0
Between Me and The Night,PeterpiperPickedApeper,1,1,0,0,0,0
,76561198136314859,0,0,0,0,0,0
,matthaines,0,0,0,0,0,0
,AutisticTrinity,0,0,0,0,0,0
,punchingwood,0,0,0,0,0,0
,luggifac,0,0,0,0,0,0
,76561198067875891,0,0,0,0,0,0
,lolking101010101,0,0,0,0,0,0
,76561198068552457,0,0,0,0,0,0
,theboodge,0,0,0,0,0,0
"Mafia III: Faster, Baby!",ilikeflip,1,1,0,0,0,0
,76561198070074139,0,0,0,0,0,0
,cosmicguy22,0,0,0,0,0,0
,76561198067943684,0,0,0,0,0,0
Brilliant Shadows - Part One of the Book of Gray Magic,76561198045876979,0,1,0,1,0,0
President for a Day - Corruption,LaggyLaf,0,0,0,0,0,1
,_gary_the_snail,0,0,0,0,0,0
Legends of Pixelia,76561198040532177,1,0,0,0,0,0
,zacharydonnelly,0,0,0,0,0,0
,76561198065377072,0,0,0,0,0,0
,76561198057620511,0,0,0,0,0,0
,76561198078730659,0,0,0,0,0,0
,76561198039194306,0,0,0,0,0,0
,_3vX,0,0,0,0,0,0
,screwjews,0,0,0,0,0,0
,76561198041714563,0,0,0,0,0,0
,76561198071101884,0,0,0,0,0,0
,clfsp789,0,0,0,0,0,0
emoj.io - Beast Pack,Ouchmyfeels,1,0,0,0,0,0
,76561198017060194,0,0,0,0,0,0
,76561198063186191,0,0,0,0,0,0
,76561198064726530,0,0,0,0,0,0
,overlord23,0,0,0,0,0,0
,76561198151645088,0,0,0,0,0,0
,76561197981381850,0,0,0,0,0,0
,TheVanQuish,0,0,0,0,0,0
"Dimmdrive :: Gaming Ramdrive @ 10,000+ MB/s",76561198106997209,0,0,0,0,0,0
,76561197992709045,0,0,0,0,0,0
,76561198073806633,0,0,0,0,0,0
DW8E: DW7 Original Costume Pack 3,76561198058193734,1,0,0,0,0,0
,76561198068150233,0,0,0,0,0,0
,76561198055964374,0,0,0,0,0,0
,76561198094253076,0,0,0,0,0,0
,76561198102322850,0,0,0,0,0,0
,76561197973723668,0,0,0,0,0,0
,76561198069023404,0,0,0,0,0,0
,arejimo,0,0,0,0,0,0
,grimnoddy,0,0,0,0,0,0
,76561198081522112,0,0,0,0,0,0
,76561198091999396,0,0,0,0,0,0
,foxlets,0,0,0,0,0,0
,kingpineapyula,0,0,0,0,0,0
,MrBambi2,0,0,0,0,0,0
,76561198077809785,0,0,0,0,0,0
Crypt of the NecroDancer: AMPLIFIED OST - Virt and Girlfriend Records,76561198081936062,1,0,0,0,0,0
Sandmason,76561198056677830,1,1,0,0,0,0
,68496742234,0,0,0,0,0,0
,76561198063337945,0,0,0,0,0,0
Sudden Strike 3,76561198088097610,0,0,0,0,0,1
,jamoffig,0,0,0,0,0,0
,76561198058849132,0,0,0,0,0,0
,oblongcheese,0,0,0,0,0,0
,Averir,0,0,0,0,0,0
Grimtale Island,76561198010871424,0,1,0,0,0,0
,pulzin,0,0,0,0,0,0
AchBall,91169696969,0,0,0,0,0,0
RONIN - Special Edition Upgrade,76561198037432873,1,0,0,0,0,0
,adamsucksdick,0,0,0,0,0,0
,76561198080204426,0,0,0,0,0,0
,sNk4met0ri,0,0,0,0,0,0
,76561198099202006,0,0,0,0,0,0
,679gog,0,0,0,0,0,0
Kholat,ferusrwar,0,1,0,0,0,0
,76561198057982190,0,0,0,0,0,0
Terraformer Expedition to Mars,76561198068492230,0,0,0,1,0,0
,76561198085042163,0,0,0,0,0,0
Battleplan: American Civil War Demo,angusnz,0,0,0,1,0,1
Idle Champions of the Forgotten Realms,76561198082370010,1,1,0,0,0,1
,changook,0,0,0,0,0,0
,76561198082930752,0,0,0,0,0,0
StickDodgeVR,IVisbetter,0,0,0,0,0,0
CyberLink PowerDVD 16 Ultra,ndrss,0,0,0,0,0,0
,76561198087166402,0,0,0,0,0,0
PuppetShow™: Mystery of Joyville,76561198064639278,0,1,0,0,0,0
Hollow Knight - Official Soundtrack,frost27820,1,1,0,0,0,0
Prodigy Tactics,ScammedByDeathHand,1,1,0,0,0,1
Rush for Berlin Gold,cywabcoylttdtabistsiaeyclalumb,0,0,0,0,0,1
,76561198067786864,0,0,0,0,0,0
,76561198034108744,0,0,0,0,0,0
,MoistCrusader,0,0,0,0,0,0
sWORD MASTER,76561198098719525,1,1,0,0,0,0
,76561198065695402,0,0,0,0,0,0
Spacecraft,76561198073360426,1,1,0,1,0,0
Awesome Obstacle Challenge,jason_yuri30,0,0,0,0,0,0
,76561198110501245,0,0,0,0,0,0
,TruBru,0,0,0,0,0,0
,76561198108801360,0,0,0,0,0,0
,mario6345,0,0,0,0,0,0
,thatguysarealsped,0,0,0,0,0,0
Euro Truck Simulator 2 - Swedish Paint Jobs Pack,76561198058570607,0,0,0,1,0,0
,76561198063050746,0,0,0,0,0,0
Chicken Labyrinth Puzzles,76561198044562800,0,0,0,0,0,0
Origin Of Destiny - Donation #2,ben9600,0,1,0,0,0,0
,76561198080915089,0,0,0,0,0,0
COH 2 - German Skin: (L) Stalingrad Winter Pattern,76561198066689974,0,0,0,0,0,1
Anno Online,76561198083518631,0,0,0,1,0,1
,76561197970675875,0,0,0,0,0,0
FSX: Steam Edition - Grumman EA-6B Prowler Add-On,76561198081815506,0,0,0,1,0,0
,76561198069601234,0,0,0,0,0,0
,76561198072829528,0,0,0,0,0,0
,76561198075721977,0,0,0,0,0,0
,76561198074800395,0,0,0,0,0,0
,76561198036349629,0,0,0,0,0,0
,foamzz,0,0,0,0,0,0
,uLtRaPrO,0,0,0,0,0,0
Ashes of the Singularity: Escalation - Dawn of the Singularity eBook,76561198260507144,0,0,0,1,0,1
Talent Not Included,76561198046696025,1,0,0,0,0,0
,Harithththth,0,0,0,0,0,0
Rocksmith® 2014 – Eddie Cochran - “Summertime Blues”,Monty211098,0,0,0,1,0,0
,76561197968606273,0,0,0,0,0,0
World War III: Black Gold,itsthenutshackitsthenutshack,0,0,0,0,0,1
,joam222,0,0,0,0,0,0
FSX Steam Edition: Toposim South America,76561198086626459,0,0,0,1,0,0
Tales From The Dragon Mountain: The Strix,76561198097730123,0,0,0,0,0,0
,76561198292128168,0,0,0,0,0,0
Rocksmith® 2014 – Winger - “Seventeen”,Jellycaml,0,0,0,1,0,0
,TheSpitfire,0,0,0,0,0,0
,starystargirl,0,0,0,0,0,0
,76561198058251735,0,0,0,0,0,0
Pixel Puzzles 2: RADical ROACH,76561198067991256,1,0,0,1,0,1
,76561198082663523,0,0,0,0,0,0
,76561198078965223,0,0,0,0,0,0
Trivia Vault: Video Game Trivia Deluxe,ohsotechnicolor,1,0,0,1,0,1
,76561198101819064,0,0,0,0,0,0
,Jaiby890,0,0,0,0,0,0
Affliction,76561198245310554,1,1,0,0,0,0
Hyperdevotion Noire: Ultimate Generia G Set,76561198068847822,0,0,0,0,0,1
,mrflyingtortoise,0,0,0,0,0,0
,76561198088984694,0,0,0,0,0,0
,lendasumidav2,0,0,0,0,0,0
,nottynotty,0,0,0,0,0,0
,76561198044329114,0,0,0,0,0,0
,76561198081095960,0,0,0,0,0,0
,rembrandtqeinstein,0,0,0,0,0,0
,OATTT,0,0,0,0,0,0
,SkullHellTeam,0,0,0,0,0,0
Veilia,76561198068056922,0,1,0,0,0,0
Killing Floor: Steampunk Character Pack,76561198070427975,1,0,0,0,0,0
,76561198059739464,0,0,0,0,0,0
,878yasun999,0,0,0,0,0,0
,Dr_Angryhead,0,0,0,0,0,0
Forgotten Lore,76561197997197174,0,0,0,0,0,1
,76561198077790739,0,0,0,0,0,0
,FrostRaven37,0,0,0,0,0,0
,Tessellate,0,0,0,0,0,0
,76561198056857968,0,0,0,0,0,0
,FSPrimary,0,0,0,0,0,0
,LeandroR7,0,0,0,0,0,0
,mark123,0,0,0,0,0,0
Cubic complex,draoftwmate,0,1,0,0,0,0
Small Town Terrors Pilgrim's Hook Collector's Edition,76561197960564189,0,1,0,0,0,0
Trainz Simulator DLC: CONTZ Pack - Standard Edition,76561198036823443,0,0,0,1,0,0
,SadHon127Steam,0,0,0,0,0,0
,76561198041842088,0,0,0,0,0,0
,76561198057169256,0,0,0,0,0,0
,natextigy,0,0,0,0,0,0
,76561198090444593,0,0,0,0,0,0
Aqua Kitty - Milk Mine Defender,pwnerer42,1,0,0,0,0,0
,Mutantotter,0,0,0,0,0,0
Red Faction II,76561198049388162,1,0,0,0,0,1
,76561198071617315,0,0,0,0,0,0
,76561197993617677,0,0,0,0,0,0
,bakedpotaters,0,0,0,0,0,0
,Sick_Sim,0,0,0,0,0,0
,76561198055014664,0,0,0,0,0,0
,76561198029821531,0,0,0,0,0,0
,lexluther11,0,0,0,0,0,0
,gladwall,0,0,0,0,0,0
,76561198058418903,0,0,0,0,0,0
,76561198062485402,0,0,0,0,0,0
,76561198102668708,0,0,0,0,0,0
Sid Meier's Civilization: Beyond Earth - Rising Tide,76561198060013208,0,0,0,0,0,1
Fallout 3 - Point Lookout,3333322,0,0,0,0,0,0
Super Trashforce,Azzakimbo2,1,1,0,0,0,0
United Tactics,campism,0,0,0,0,0,1
,josehobold,0,0,0,0,0,0
,76561198007208545,0,0,0,0,0,0
尘沙惑（Lost in Secular Love）,76561198065430195,0,1,0,1,0,0
,blue007,0,0,0,0,0,0
,76561198070005475,0,0,0,0,0,0
iOMoon,76561198056266386,0,0,0,0,0,0
,76561198070494244,0,0,0,0,0,0
,gracehill,0,0,0,0,0,0
,76561198006530854,0,0,0,0,0,0
,76561198082342893,0,0,0,0,0,0
,cameronator101,0,0,0,0,0,0
Victoria I Complete,s3ba5t13n,0,0,0,0,0,1
,76561198141383050,0,0,0,0,0,0
Fantasy Grounds - Top-Down Tokens - Darkwoulfe's Token Pack Vol 1,76561198092421548,0,0,0,0,0,1
FREE Boutique Theme Pack,76561198077176838,0,1,0,1,0,0
,Meganinjachick,0,0,0,0,0,0
,76561197976404001,0,0,0,0,0,0
,76561198092215337,0,0,0,0,0,0
,76561197993050978,0,0,0,0,0,0
Tyto Ecology - Himalayas Ecosystem,76561198064483406,0,0,0,1,0,1
,mukanyawest,0,0,0,0,0,0
,iDayzKilla2,0,0,0,0,0,0
,SoraThailand,0,0,0,0,0,0
,76561198028987134,0,0,0,0,0,0
The Drone Racing League Simulator,76561198045264818,1,0,1,1,1,0
,76561198060324840,0,0,0,0,0,0
Streets of Rogue,76561198042431277,1,1,0,0,0,0
,76561198096801215,0,0,0,0,0,0
Kombine,SirReginaldBrah,0,0,0,0,0,1
,76561198024809160,0,0,0,0,0,0
,76561198069151969,0,0,0,0,0,0
,76561198016602703,0,0,0,0,0,0
,Dearmean992,0,0,0,0,0,0
,losnintendos,0,0,0,0,0,0
,shitinpants,0,0,0,0,0,0
Dead Bits,76561198038734710,1,0,0,0,0,0
,tonyballoney,0,0,0,0,0,0
,76561198082600183,0,0,0,0,0,0
,76561198066367536,0,0,0,0,0,0
,Braidy,0,0,0,0,0,0
,76561198070072227,0,0,0,0,0,0
Reassembly Soundtrack,sweepa,1,0,0,0,0,1
,SwegSpuudddyyy69,0,0,0,0,0,0
,76561198092996050,0,0,0,0,0,0
,76561198103467763,0,0,0,0,0,0
,76561198048434306,0,0,0,0,0,0
Empire TV Tycoon Soundtrack,76561198099194434,0,0,0,1,0,1
,aizm,0,0,0,0,0,0
,asteelrim,0,0,0,0,0,0
BitMaster,LetsGetSilly,1,0,0,0,0,0
,76561198066019021,0,0,0,0,0,0
LEGO® MARVEL's Avengers DLC -Classic Black Panther Pack,76561198043194775,1,1,0,0,0,0
Streamer Simulator,benjisponge,0,0,0,1,0,1
,rninetynine,0,0,0,0,0,0
,76561198019601224,0,0,0,0,0,0
100% Orange Juice - Nath & Tomato+Mimyuu Character Pack,DevishTheOneAndOnly,0,0,0,0,0,1
,76561198095914515,0,0,0,0,0,0
Fantasy Grounds - Pathfinder RPG - Bestiary 4 Pack (PFRPG),76561198087156656,0,0,0,0,0,1
Zombasite,NguyenXuanTan,1,0,0,0,0,0
,76561198060837883,0,0,0,0,0,0
Mind Games,jaz_carlton,0,0,0,0,0,0
,76561198093174149,0,0,0,0,0,0
Tropical Paradise Costume & Movie Set,76561198080713322,1,0,0,0,0,0
,elnixo,0,0,0,0,0,0
,frosty0wnz6,0,0,0,0,0,0
Rotation Phonology: Break,76561198077815717,0,0,0,0,0,0
,76561198072917190,0,0,0,0,0,0
,76561198041965668,0,0,0,0,0,0
Man O' War: Corsair - Warhammer Naval Battles,76561198026219096,1,1,0,0,0,1
GGXrd System Voice - FAUST,krrishmac,1,0,0,0,0,0
,crazy111x,0,0,0,0,0,0
,76561197968090935,0,0,0,0,0,0
,AustinMcPlayer,0,0,0,0,0,0
,76561198009605382,0,0,0,0,0,0
,thehellerphant,0,0,0,0,0,0
,76561198023118962,0,0,0,0,0,0
,76561198057587627,0,0,0,0,0,0
Grimoire: Manastorm - Earth Class,76561198089729239,1,0,0,0,0,0
,76561198094718859,0,0,0,0,0,0
,76561198046368309,0,0,0,0,0,0
,76561198049901169,0,0,0,0,0,0
SAMURAI WARRIORS: Spirit of Sanada - Additional Weapons Set 4,76561198070570932,1,0,0,0,0,0
,76561198094816314,0,0,0,0,0,0
,76561198065064829,0,0,0,0,0,0
,me2118,0,0,0,0,0,0
,76561198029596441,0,0,0,0,0,0
,LemmyID,0,0,0,0,0,0
,zerzang,0,0,0,0,0,0
PAYDAY: The Web Series,76561198069910440,0,0,0,0,0,0
,sdq101,0,0,0,0,0,0
,keptiin,0,0,0,0,0,0
,76561198076542212,0,0,0,0,0,0
Mini Ghost,76561198083809685,1,1,0,0,0,0
Rocksmith® 2014 Edition – Remastered – Creedence Clearwater Revival - “Bad Moon Rising”,76561198105556489,0,0,0,1,0,0
Rocksmith® 2014 Edition – Remastered – Johnny Cash - “Sunday Mornin’ Comin’ Down”,boydeer,0,0,0,1,0,0
,76561198062009214,0,0,0,0,0,0
,76561198044246958,0,0,0,0,0,0
,76561198028014640,0,0,0,0,0,0
Tattletail,76561198087226367,1,0,0,0,0,0
Rocksmith - Fall Out boy - I Don't Care,fah6k8,0,0,0,1,0,0
,76561198081095447,0,0,0,0,0,0
Ephemerid: Original Soundtrack,76561198018486965,0,1,0,0,0,0
,76561198052894444,0,0,0,0,0,0
,3021Daniel,0,0,0,0,0,0
,76561198054978837,0,0,0,0,0,0
,76561198068871161,0,0,0,0,0,0
,Teuz_Slayer,0,0,0,0,0,0
,james10411,0,0,0,0,0,0
,76561198070112427,0,0,0,0,0,0
Marvel vs. Capcom: Infinite - Ultron Conquest Costume,zequali,1,0,0,0,0,0
,bryan4085,0,0,0,0,0,0
Boundless,veroxAU,1,1,0,0,0,0
,Mo_0See1,0,0,0,0,0,0
